,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a,description,prediction
1406,roma,2022-03-05,V,0.6000000000000001,atalanta,5.000000000000002,1.6000000000000003,0.4,0.4,4.0,-1.799999999999999,0.2000000000000001,0.0,2021-2022,0.0,0.0,"All eyes will be on Stadio Olimpico when Roma and Atalanta go head to head in the Serie A round 28. The Romans did well to beat Spezia thanks to Tammy Abraham’s late goal, with the team keeping their Champions League hopes alive. Jose Mourinho’s men aim to give fans yet another reason for celebration, and they are likely to go all guns blazing at the Orobici. Both Afena-Gyan and Spinazzola are sidelined with injuries, while the likes of Oliveira and Zaniolo are major doubts. 

Atalanta, on the other hand, aim to build on a 4-0 win over Sampdoria. Given the attacking potential of the two teams, we believe that punters from all four corners of the world can find value in betting on both teams to score. Toloi is banned for the match, while Zapata, Malinovskyi, and Ilicic continue to miss out. Columbia striker Muriel will be assessed ahead of the kick-off.",N
1407,cagliari,2022-03-05,P,-0.2000000000000001,lazio,0.8000000000000007,-0.7999999999999998,-0.2,0.0,-9.6,6.6,0.6000000000000001,0.0,2021-2022,0.0,0.0,"Sardegna Arena will host Saturday’s Serie A game between Cagliari and Lazio. The Rossoblu have been showing signs of improvement of late, and they are undefeated in the previous five league fixtures. Cagliari aim to build on a 2-1 win over Torino, but this match will be anything but a walk in the park for the hosts. All Baselli, Ceter, Walukiewicz, Nandez, Rog, and Strootman are sidelined with injuries, but there are no suspended players in the home team. 

The Biancocelesti, on the other hand, aim to bounce back from a 2-1 loss to Napoli. Maurizio Sarri’s troops are on a three-game unbeaten run on the road, and they are surely capable of holding Cagliari to a draw in Sardinia. Both Cataldi and Lazzari are out of contention with injuries, speaking of the visiting team. In the first half of the season the two teams played out a 2-2 draw.",N
1408,udinese,2022-03-05,V,-0.3999999999999999,sampdoria,3.999999999999999,1.0,0.0,0.0,-2.200000000000003,2.6,0.3999999999999999,-0.2,2021-2022,0.0,0.0,"Udinese play host to Sampdoria at their Dacia Arena in what is expected to be an interesting Serie A game. The Zebrette did well to hold Milan to a 1-1 draw at Stadio San Siro, which is surely giving fans a reason for optimism ahead of Saturday’s clash. Midfielder Ismael Bennacer is back from suspension, while Bram Nutyinck remains on the sidelines with injury. Talented defender Destiny Udogie is pushing for a start after scoring the equalizer against the Rossoneri. 

La Samp, on the other hand, suffered a heavy 4-0 loss to Atalanta in Bergamo on Matchday 27. Marco Giampaolo’s troops are not regarded as good travelers, which is probably the main reason why we are tempted to put our money on the hosts. Thorsby is sidelined through suspension, while all Gabbiadini, Askildsen, and Damsgaard are out of contention through injuries. Both Sensi and Quagliarella are rated doubtful for the match. ",V
1409,napoli,2022-03-06,P,0.8,milan,2.4000000000000004,1.7999999999999998,0.6,0.6,6.399999999999999,-1.4000000000000004,-1.6,-0.2,2021-2022,0.0,0.0,"There will be fireworks when Napoli and Milan square off against each other at Stadio Diego Armando Maradona in the Serie A derby. Top position in the standings is at stake, and Luciano Spalletti’s troops are seen as slim favourites to win Sunday’s clash. Both Malcuit and Lozano are sidelined with injuries, but they should be the only absentees in the home team. As always, a man to watch in the home team will be Lorenzo Insigne, who found the net in a 2-1 win over Lazio at the weekend. 

The Rossoneri, on the other hand, dropped two points in a 1-1 draw with Udinese. Milan are eager to regain first place, but seeing that Napoli have turned their stadium into a real fortress, home win should be considered. Zlatan Ibrahimovic faces race against clock to be fit for the match, while Simon Kjaer remains in the recovery room. ",V
1410,fiorentina,2022-03-06,N,-1.2000000000000002,hellas verona,1.4000000000000004,-1.0,0.0,0.4,4.200000000000003,-0.7999999999999989,0.6000000000000001,0.6,2021-2022,0.0,0.0,"Following an unlucky defeat to Sassuolo, Fiorentina will be aiming to give fans some cheer when they host Verona to their Stadio Artemio Franchi on Sunday afternoon. The Viola want to keep their Europa League hopes alive, and we are positive that they will adopt an attack-minded approach against Verona. Midfielder Giacomo Bonaventura is banned for the match, but he should be the only absentee in the home team. 

The Mastini, on the other hand, continue with their habit of producing much better showings at home than on the travels. Verona outplayed Venezia 3-1 in the “City of Love” at the weekend, but given their anything but good away record (3-5-5), we believe that home win should be considered. All Dawidowicz, Barak, Retsos, Praszelik, and Pandur are sidelined with injuries, while Cancellieri is a major doubt.",V
1411,juventus,2022-03-06,V,0.3999999999999999,spezia,3.1999999999999997,2.8000000000000003,-0.4,-0.4,9.6,-5.0,-1.2000000000000002,-0.2,2021-2022,0.0,0.0,"Buoyed by a 3-2 win over Empoli, Juventus will be aiming to stay in the Champions League berth when they host Spezia to their Allianz Stadium on Sunday evening. The Bianconeri have been producing fine displays in the Serie A ever since prolific Serbia striker Dusan Vlahovic joined the club, and the former Fiorentina man is likely to prove a handful for the opposition back-line. 

Even though all Mckennie, Chiesa, Alex Sandro, Zakaria, Chiellini, and Kaio Jorge remain in the recovery room, home win should be considered as Juve are eager to secure yet another top-four finish. Spezia, on the other hand, suffered a dip in form, and given their three-game losing run, anything but a routine home win would be a major surprise. Both Amian and Kiwior are banned for the visitors, while the likes of Colley, Sala, Sher, and Leo’Sena are out of contention with injuries. ",V
1412,bologna,2022-03-06,N,0.0,torino,-1.4000000000000004,-0.2000000000000001,0.0,0.0,-7.200000000000003,-7.0,-0.3999999999999999,-0.2,2021-2022,0.0,0.0,"Bologna and Torino go head to head at Stadio Renato Dall’Ara in what is expected to be a close Serie A game. Bologna played out a 1-1 draw with Salernitana at the weekend, with the team remaining in the middle of the table. Since Sinisa Mihajlovic’s troops are safe for now, they should be happy with one point from Sunday’s clash. All Dominguez, Kingsley, and Santander are sidelined with injuries, but there are no suspended players in the home team. 

Il Toro, on the other hand, are just one point clear of Bologna in the Serie A standings. The visitors collected only one point from the previous four league fixtures, meaning that they should be happy with the share of spoils as well. Both Fares and Praet miss out with injuries, while the likes of Sanabria and Belotti are rated doubtful for the match.",N
1413,venezia,2022-03-06,P,-0.3999999999999999,sassuolo,-6.4,-1.7999999999999998,0.0,0.0,-12.199999999999996,-2.0,0.0,0.2,2021-2022,0.0,0.0,"Following back-to-back wins over Inter and Fiorentina, Sassuolo will look to stay in top ten in the standings when they take on Venezia on Matchday 28. The Neroverdi are brimming with confidence ahead of Sunday’s clash, and they are likely to stick to their attacking style of play. Gregoire Defrel, who scored the winner against Fiorentina at the weekend, is pushing for a start, while all Toljan, Djuricic, and Obiang remain in the recovery room. 

Both Harroui and Rogerio are major doubts, while Lopez remains on the sidelines through suspension. Venezia, on the other hand, sit in the relegation zone with only 22 points in their pocket. Since the Lagunari failed to impress in a 3-1 defeat to Verona, we are tempted to put our money on Sassuolo. The likes of Kiyine, Lezzerini, and Ebuehi should miss out with injuries, speaking of the home team.",P
1414,milan,2022-03-12,V,0.7999999999999999,empoli,0.0,1.7999999999999998,0.0,0.0,4.200000000000003,-2.1999999999999997,1.0,0.2,2021-2022,0.0,0.0,"Milan will look to retain top position in the Serie A table when they host Empoli to their Stadio San Siro on Saturday evening. The Rossoneri are determined to regain the domestic trophy, but both Inter and Napoli are still breathing down their neck. Olivier Giroud, who scored the winner against the Partenopei at the weekend, should keep his place up front, while Theo Hernandez misses the match through suspension. 

All Bakayoko, Kjaer, and Romagnoli remain in the recovery room. The Azzurri, on the other hand, failed to win the previous eleven league fixtures, which is probably the main reason why we are tempted to put our money on the home team. In the first half of the season Milan outplayed Empoli 4-2, which is yet another reason why home win should be considered. Marchizza and Haas remain on the sidelines with injuries, but they should be the only absentees in the away team. ",V
1415,salernitana,2022-03-12,N,-0.8,sassuolo,-4.200000000000001,-2.0,-0.6,-0.6,-1.7999999999999972,-0.1999999999999993,0.0,-0.2,2021-2022,0.0,0.0,"Salernitana will look to keep their survival hopes alive when they host Sassuolo to their Stadio Arechi in what is expected to be an interesting Serie A game. The rock-bottom side are ten points behind the safe zone, with the team heading into the match following a heavy 5-0 loss to Inter. Both Strandberg and Schiavone remain in the treatment room, while veteran winger Franck Ribery faces race against clock to be fit for the match. 

The Neroverdi, on the other hand, aim to build on a thrilling 4-1 win over Venezia. Sassuolo are likely to stick to their attacking style of play, and seeing that Salernitana are desperate to pick up all three points from the match, over 2.5 goals betting option should be considered. As for the visiting team, all Chiriches, Rogerio, Toljan, and Djuricic are sidelined through injuries. ",N
1416,sampdoria,2022-03-12,P,-0.2000000000000001,juventus,-4.8,-2.2,0.2,0.2,-2.0,1.3999999999999986,0.6000000000000001,0.0,2021-2022,0.0,0.0,"After surviving Spezia on Matchday 28, Juventus will look to stay in the Champions League berth when they take on Sampdoria on Saturday. Juve have been making progress ever since talented attacker Dusan Vlahovic joined the club, and we are positive that the former Fiorentina man will pose a big threat for the opposition back-line. Keep in mind, though, that Bernardeschi is banned for the match, while all Kaio Jorge, Chiellini, Zakaria, Chiesa, and Mckennie are out of contention trough injuries. 

La Samp, on the other hand, suffered yet another dip in form, and seeing that they failed to impress in back-to-back losses to Atalanta (0-4) and Udinese (1-2), we are tempted to put our money on the title-chasing visitors. Murru misses out through suspension, while all Supryaga, Askildsen, Damsgaard, and Gabbiadini are sidelined with injuries. ",P
